,난민 지위,전쟁 난민 인원 현황
1486,G / FI,3
1487,U / FI,3
1488,G / FI,4
1489,U / FI,0
1490,G / FI,5
1491,G / FI,0
1492,G / FI,0
1493,U / FI,73
1494,G / AR,1
1495,G / FI,7
1496,G / RA,33
1497,G / NA,219
1498,G / FI,1
1499,U / FI,3
1500,G / FI,0
1501,G / CA,67
1502,G / FI,383
1503,G / FI,71
1504,G / FI,0
1505,G / FA,8
1506,G / FI,5
1507,G / AR,2
1508,U / FI,2
1509,G / FI,0
1510,G / FI,1
1511,G / FI,1
1512,G / EO,6
1513,G / FI,1
1514,G / AR,2
1515,G / FI,1
1516,G / FI,1
1517,U / FI,1
1518,G / NA,0
1519,G / FI,9
1520,G / FI,0
1521,G / AR,0
1522,G / FI,2
1523,G / EO,21
1524,G / AR,10
1525,G / FI,17
1526,G / AR,3
1527,G / FI,13
1528,G / FI,2
1529,G / FI,5
1530,G / FI,1
1531,G / FI,3
1532,G / FI,4
1533,G / AR,0
1534,G / FI,9
1535,G / RA,2
1536,G / NA,23
1537,G / FI,1
1538,G / FI,3
1539,G / FI,9
1540,G / FI,1
1541,G / FI,0
1542,G / FA,1
1543,G / AR,2
1544,G / FI,8
1545,G / FI,0
1546,G / FI,33
1547,G / FI,455
1548,U / FI,40
1549,G / EO,630
1550,G / IN,1884
1551,G / FI,4
1552,G / FI,46
1553,G / FI,0
1554,U / FI,26
1555,G / AR,24
1556,G / FI,70
1557,G / FI,1
1558,G / FI,4
1559,U / FI,3
1560,G / FI,1
1561,U / FI,0
1562,U / FI,28
1563,U / FI,0
1564,G / FI,5
1565,G / FI,2
1566,G / AR,1
1567,G / FI,8
1568,G / FI,2
1569,U / FI,2
1570,G / AR,101
1571,G / FI,99
1572,G / JR,0
1573,G / AR,92
1574,G / FI,261
1575,G / FI,2
1576,U / FI,0
1577,G / FI,0
1578,G / FI,0
1579,U / FI,1
1580,U / FI,1
1581,G / FI,0
1582,U / FI,212
1583,G / FI,0
1584,U / FI,4118
1585,G / FI,13
1586,U / FI,9
1587,G / FA,74
1588,U / FI,25
1589,G / FI,5
1590,U / FI,14
1591,G / FI,18
1592,U / FI,1
1593,G / FI,7
1594,G / FI,1
1595,G / BL,420
1596,G / FI,475
1597,G / FI,27
1598,G / AR,5
1599,G / FI,6
1600,G / FI,12
1601,U / FI,187
1602,G / AR,3
1603,G / FI,13
1604,U / FI,0
1605,G / RA,109
1606,G / NA,349
1607,G / AR,1
1608,G / FI,1
1609,U / FI,0
1610,U / FI,24
1611,G / CA,82
1612,G / FI,308
1613,G / FI,124
1614,G / FI,13
1615,G / FI,3
1616,G / FI,0
1617,G / FI,7
1618,U / FI,1
1619,G / FI,27
1620,G / FI,4
1621,G / AR,12
1622,G / FI,14
1623,G / FI,0
1624,G / FA,22
1625,G / AR,11
1626,G / FI,33
1627,U / FI,1
1628,G / EO,3
1629,G / FI,0
1630,G / AR,1
1631,G / FI,5
1632,G / EO,202
1633,G / IN,240
1634,G / NA,1
1635,G / FI,35
1636,G / AR,116
1637,G / FI,613
1638,G / EO,18
1639,G / FI,1
1640,G / FI,1
1641,G / FI,7
1642,G / JR,0
1643,G / AR,0
1644,G / FI,8
1645,G / FI,1
1646,G / NA,3
1647,G / FI,5
1648,G / FI,4
1649,G / FI,1
1650,G / EO,3
1651,G / FI,1
1652,G / FI,0
1653,G / FA,1
1654,G / FI,1
1655,G / FI,5
1656,G / FI,0
1657,G / NA,13
1658,G / FI,3
1659,G / FI,1
1660,G / FI,0
1661,G / FA,1
1662,G / FI,1
1663,G / EO,67
1664,G / AR,2
1665,G / FI,3
1666,G / JR,0
1667,G / AR,1
1668,G / FI,4
1669,G / FI,1
1670,G / RA,1
1671,G / NA,1
1672,G / FI,2
1673,U / FI,1
1674,G / AR,3
1675,G / FI,17
1676,G / IN,234
1677,G / EO,141
1678,G / FI,73
1679,G / AR,23
1680,G / FI,30
1681,U / FI,1
1682,G / FI,58
1683,G / FI,0
1684,G / AR,4
1685,G / FI,47
1686,G / AR,33
1687,G / FI,52
1688,G / JR,0
1689,G / AR,143
1690,G / FI,363
1691,U / FI,1
1692,U / FI,6
1693,G / FI,0
1694,G / FI,6
1695,G / FA,29
1696,U / FI,2
1697,G / FI,19
1698,G / FI,17
1699,G / FI,1
1700,G / AR,146
1701,G / FI,275
1702,G / FI,6
1703,G / FI,232
1704,G / AR,33
1705,G / FI,86
1706,G / RA,279
1707,G / NA,913
1708,G / AR,14
1709,G / FI,18
1710,U / FI,0
1711,G / CA,2
1712,G / FI,248
1713,G / FI,74
1714,G / FI,2
1715,G / FI,9
1716,U / FI,0
1717,G / FI,5
1718,G / AR,27
1719,G / FI,17
1720,G / FA,19
1721,G / FI,14
1722,G / AR,30
1723,G / FI,0
1724,G / FI,271
1725,G / IN,134
1726,G / EO,189
1727,G / FI,5
1728,U / FI,0
1729,G / AR,4
1730,G / FI,6
1731,G / FI,17
1732,G / FI,0
1733,G / FI,2
1734,G / FI,5
1735,G / FI,0
1736,G / AR,3
1737,G / FI,4
1738,G / JR,0
1739,G / AR,1
1740,G / FI,32
1741,G / FI,3
1742,G / FI,1
1743,U / FI,1
1744,U / FI,2
1745,G / FA,12
1746,U / FI,1
1747,G / FI,21
1748,G / FI,34
1749,G / FI,4
1750,G / FI,6
1751,G / BL,125
1752,G / FI,300
1753,U / FI,0
1754,G / FI,107
1755,G / FI,7
1756,G / FI,52
1757,U / FI,1
1758,G / AR,3
1759,G / FI,6
1760,G / RA,123
1761,G / NA,292
1762,G / AR,1
1763,G / FI,5
1764,U / FI,2
1765,G / FI,0
1766,G / FI,8
1767,G / CA,15
1768,G / FI,143
1769,G / FI,0
1770,G / FI,5
1771,G / FI,0
1772,G / FI,1
1773,G / FI,4
1774,G / FA,39
1775,G / AR,5
1776,G / FI,14
1777,G / FI,1
1778,G / FI,1
1779,G / EO,140
1780,G / IN,254
1781,G / FI,2
1782,G / FI,6
1783,G / FI,0
1784,G / FI,2
1785,G / FI,3
1786,G / FI,6
1787,G / FI,1
1788,G / AR,2
1789,U / FI,1
1790,G / AR,1
1791,G / JR,0
1792,G / AR,128
1793,G / FI,802
1794,U / FI,9
1795,G / FI,2
1796,G / FI,0
1797,G / FA,5
1798,U / FI,1
1799,G / FI,3
1800,G / FI,5
1801,G / AR,101
1802,G / FI,89
1803,G / FI,20
1804,U / FI,0
1805,G / AR,2
1806,G / FI,3
1807,G / RA,110
1808,G / NA,238
1809,G / FI,0
1810,G / AR,2
1811,U / FI,3
1812,G / FI,0
1813,G / CA,6
1814,G / FI,413
1815,G / FI,210
1816,G / FI,2
1817,G / FI,0
1818,G / FI,1
1819,G / FI,2
1820,G / FI,0
1821,G / FI,14
1822,G / AR,181
1823,G / FI,157
1824,G / FI,0
1825,G / AR,2
1826,G / FI,2
1827,U / FI,0
1828,G / IN,90
1829,G / EO,93
1830,G / FI,1
1831,G / AR,4
1832,G / FI,11
1833,G / FI,5
1834,G / FI,3
1835,G / FI,2
1836,G / JR,0
1837,G / AR,5
1838,G / FI,9
1839,G / FI,0
1840,U / FI,1
1841,G / FA,3
1842,G / FI,0
1843,G / FI,1
1844,G / BL,35
1845,G / FI,45
1846,G / FI,5
1847,G / FI,1
1848,G / FI,2
1849,G / AR,8
1850,G / FI,15
1851,G / RA,8
1852,G / NA,31
1853,G / FI,1
1854,G / CA,1
1855,G / FI,22
1856,G / FI,3
1857,G / FI,0
1858,G / FI,0
1859,G / FA,39
1860,G / FI,1
1861,G / AR,1
1862,G / EO,14
1863,G / FI,1
1864,G / AR,3
1865,G / FI,4
1866,G / FI,535
1867,G / FI,10
1868,G / FI,0
1869,G / JR,0
1870,G / AR,3
1871,G / FI,11
1872,U / FI,0
1873,G / FA,16
1874,G / FI,1
1875,G / FI,2
1876,U / FI,1
1877,G / FI,121
1878,G / FI,16
1879,U / FI,1
1880,G / RA,4
1881,G / NA,11
1882,G / CA,3
1883,G / FI,130
1884,G / FI,2
1885,G / FI,8
1886,G / FI,11
1887,G / FI,2
1888,G / FA,7
1889,U / FI,0
1890,G / EO,0
1891,G / FI,1
1892,U / FI,1
1893,G / AR,0
1894,G / FI,3
1895,U / FI,0
1896,G / FI,2
1897,G / FI,79
1898,G / RA,1
1899,G / NA,6
1900,G / FI,2
1901,G / FI,1
1902,G / FI,1
1903,G / FA,26
1904,U / FI,0
1905,G / EO,4
1906,G / FI,1
1907,G / FI,5
1908,G / AR,2
1909,U / FI,2
1910,G / FI,2
1911,G / FI,7
1912,G / AR,1
1913,G / FI,7
1914,G / EO,8
1915,G / FI,104
1916,G / EO,3776
1917,G / IN,3890
1918,G / FI,0
1919,G / AR,3
1920,U / FI,22
1921,G / FI,1
1922,G / FI,0
1923,G / FI,1
1924,G / FI,210
1925,G / FI,1
1926,G / FI,0
1927,G / FI,1
1928,G / AR,1
1929,G / EO,92
1930,G / FI,107
1931,G / FI,0
1932,G / AR,0
1933,G / FI,1
1934,G / FI,5
1935,G / FI,8
1936,G / AR,15
1937,G / IN,443
1938,G / EO,819
1939,G / AR,9
1940,G / FI,15
1941,G / FI,1
1942,G / AR,2
1943,G / FI,3
1944,U / FI,1
1945,G / FI,0
1946,G / FI,284
1947,G / FI,0
1948,G / IN,51
1949,G / EO,62
1950,G / AR,73
1951,G / FI,69
1952,G / FI,10
1953,G / FI,57
1954,G / AR,335
1955,G / JR,0
1956,G / AR,66
1957,G / FI,169
1958,G / FA,9
1959,G / FI,10
1960,G / FI,5
1961,G / FI,20
1962,G / FI,4
1963,U / FI,0
1964,G / AR,10
1965,G / FI,12
1966,G / NA,73
1967,G / RA,135
1968,G / FI,1
1969,U / FI,0
1970,G / CA,22
1971,G / FI,146
1972,G / FI,27
1973,G / FI,1
1974,G / FI,1
1975,G / FA,31
1976,G / FI,11
1977,G / AR,4
1978,G / EO,3455
1979,G / IN,4299
1980,G / AR,0
1981,G / FI,3
1982,G / AR,718
1983,G / FI,1457
1984,G / FI,0
1985,U / FI,0
1986,G / FI,21
1987,G / NA,3
1988,G / FI,5
1989,G / FI,336
1990,U / FI,8
1991,G / FI,0
1992,G / FI,0
1993,G / EO,23
1994,G / AR,3
1995,G / FI,10
1996,G / AR,2
1997,G / FI,5
1998,G / AR,1
1999,G / FI,31
2000,G / FA,2
2001,G / FI,3
2002,G / FI,2
2003,G / FI,4
2004,G / NA,24
2005,G / RA,28
2006,G / FI,0
2007,G / FI,1576
2008,G / FI,0
2009,G / FA,14
2010,G / FI,5
2011,G / AR,1
2012,G / EO,455
2013,G / IN,1402
2014,U / FI,2
2015,G / FI,1
2016,G / AR,2
2017,G / AR,1
2018,G / FI,2
2019,G / JR,0
2020,G / AR,11
2021,G / FI,54
2022,U / FI,96
2023,U / FI,1
2024,G / FI,2
2025,G / FI,0
2026,G / NA,11
2027,G / FI,1
2028,G / FI,55
2029,G / FI,0
2030,U / FI,0
2031,G / FA,1
2032,G / AR,1152
2033,G / FI,854
2034,G / FI,670
2035,G / IN,1724
2036,G / EO,2192
2037,G / FI,8
2038,G / FI,0
2039,G / AR,21
2040,G / FI,36
2041,G / FI,5
2042,G / FI,407
2043,G / FI,0
2044,G / FI,42
2045,G / FI,2
2046,G / AR,3
2047,G / FI,26
2048,G / AR,7
2049,G / FI,14
2050,G / JR,0
2051,G / AR,9
2052,G / FI,80
2053,U / FI,1
2054,G / FI,2
2055,G / FI,0
2056,G / FI,11
2057,G / FI,1
2058,U / FI,1
2059,G / FA,2
2060,G / TR,1
2061,G / FI,11
2062,G / FI,237
2063,G / FI,3
2064,U / FI,0
2065,G / FI,27
2066,G / BL,225
2067,G / FI,2215
2068,G / FI,514
2069,G / AR,564
2070,G / FI,1
2071,G / FI,0
2072,G / FI,47
2073,U / FI,0
2074,G / AR,20
2075,G / FI,29
2076,G / RA,365
2077,G / NA,1692
2078,G / AR,22
2079,G / FI,430
2080,U / FI,1
2081,G / FI,1
2082,G / CA,6
2083,G / FI,151
2084,G / FI,1333
2085,G / FI,3
2086,G / FI,5
2087,U / FI,1
2088,G / AR,21
2089,G / FI,22
2090,G / FA,2329
2091,G / FI,789
2092,G / AR,438
2093,G / FI,3
2094,U / FI,1
2095,G / EO,0
2096,G / FI,1
2097,G / AR,0
2098,G / FI,2
2099,G / FI,0
2100,G / EO,719
2101,G / IN,1075
2102,G / FI,15
2103,G / FI,0
2104,U / FI,3499
2105,U / FI,3
2106,U / AR,17
2107,U / FI,33
2108,U / FI,99
2109,G / AR,383
2110,G / FI,621
2111,G / FI,290
2112,G / FI,11
2113,U / FI,0
2114,U / FI,3
2115,G / FI,66
2116,G / FI,1
2117,G / FI,2
2118,G / FI,0
2119,U / FI,408
2120,G / AR,429
2121,G / FI,324
2122,G / JR,0
2123,G / AR,1163
2124,G / FI,2713
2125,U / FI,19
2126,G / FI,1
2127,U / FI,19
2128,U / FI,2
2129,U / FI,1
2130,G / FI,0
2131,G / FI,8
2132,U / FI,2
2133,G / FI,0
2134,U / FI,1
2135,G / FI,5
2136,G / FI,18
2137,G / FA,206
2138,U / FI,2
2139,U / FI,575
2140,G / FI,7
2141,U / FI,21
2142,U / FI,85
2143,G / FI,70
2144,G / FI,1
2145,U / FI,1
2146,G / FI,98
2147,G / BL,235
2148,G / FI,3460
2149,G / FI,282
2150,G / FI,28
2151,G / FI,56
2152,U / FI,7
2153,G / FI,1
2154,G / AR,151
2155,G / FI,186
2156,G / RA,848
2157,G / NA,4162
2158,G / AR,5
2159,G / FI,69
2160,U / FI,97
2161,U / FI,24
2162,U / FI,0
2163,U / FI,1
2164,G / FI,0
2165,G / CA,30
2166,G / FI,384
2167,G / FI,735
2168,G / FI,1
2169,G / FI,7
2170,U / FI,149
2171,G / FI,95
2172,G / AR,15
2173,G / FI,23
2174,U / FI,111
2175,G / FA,3648
2176,G / AR,125
2177,G / FI,502
2178,G / FI,2
2179,G / FI,0
2180,U / FI,16
2181,U / FI,3
2182,G / FI,2
2183,U / FI,162
2184,U / FI,1
2185,G / EO,240
2186,G / IN,314
2187,G / FI,20
2188,G / FI,4
2189,U / FI,1882
2190,U / FI,5
2191,U / FI,11
2192,G / FI,3
2193,U / AR,44
2194,U / FI,130
2195,U / FI,4850
2196,G / AR,295
2197,G / FI,4310
2198,G / FI,37
2199,G / FI,103
2200,U / FI,30
2201,U / FI,1
2202,G / FI,0
2203,U / FI,56
2204,G / FI,72
2205,G / FI,297
2206,U / FI,23
2207,G / FI,0
2208,G / AR,1
2209,G / FI,33
2210,G / FI,0
2211,U / FI,141
2212,U / FI,0
2213,G / FI,5
2214,G / AR,630
2215,G / FI,3614
2216,G / JR,0
2217,G / FI,4549
2218,G / AR,4306
2219,U / FI,67
2220,G / FI,0
2221,G / FI,14
2222,G / FI,1
2223,U / FI,27
2224,U / FI,66
2225,U / FI,4
2226,G / FI,1
2227,G / FI,0
2228,G / FI,4
2229,U / FI,8
2230,U / FI,12
2231,U / FI,1075
2232,U / FI,240
2233,G / FI,0
2234,U / FI,9
2235,U / FI,1
2236,G / FI,3
2237,U / FI,10269
2238,G / FA,5664
2239,G / AR,1
2240,G / FI,2
2241,G / FI,94
2242,U / FI,10
2243,U / FI,481
2244,G / FI,756
2245,U / FI,0
2246,G / FI,940
2247,G / FI,2
2248,G / BL,10
2249,G / FI,5515
2250,G / AR,0
2251,G / FI,297
2252,G / AR,15
2253,G / FI,49
2254,G / FI,0
2255,G / FI,98
2256,U / FI,41
2257,U / FI,4
2258,G / AR,75
2259,G / FI,1598
2260,G / RA,393
2261,G / NA,11399
2262,G / AR,9
2263,G / FI,92
2264,U / FI,31
2265,U / FI,11
2266,U / FI,5
2267,G / FI,2
2268,G / CA,20
2269,G / FI,2019
2270,G / FI,313
2271,G / FI,10
2272,G / FI,5
2273,U / FI,12
2274,U / FI,1
2275,G / FI,314
2276,U / FI,5
2277,G / FI,0
2278,G / FI,6
2279,G / AR,40
2280,G / FI,127
2281,U / FI,33
2282,G / FA,2464
2283,G / AR,176
2284,G / FI,2239
2285,G / FI,4
2286,G / FI,0
2287,U / FI,49
2288,G / FI,39
2289,U / FI,1
2290,U / FI,10
2291,G / EO,0
2292,G / EO,73
2293,G / AR,5
2294,G / FI,8
2295,G / FI,1
2296,U / FI,0
2297,G / FI,11
2298,G / AR,18
2299,G / AR,1
2300,G / FI,16
2301,U / FI,0
2302,G / FI,0
2303,G / FI,0
2304,G / FI,3
2305,G / FI,3
2306,G / FI,1
2307,G / FI,2
2308,G / RA,2
2309,G / NA,33
2310,G / CA,1
2311,G / FI,6
2312,G / FI,291
2313,G / AR,4
2314,G / FI,7
2315,G / FA,7
2316,G / AR,6
2317,G / FI,16
2318,G / EO,5
2319,G / FI,1
2320,G / JR,0
2321,G / AR,0
2322,G / FI,2
2323,U / FI,0
2324,U / FI,1
2325,G / FI,1
2326,G / FI,1
2327,G / FI,4
2328,G / FI,3
2329,G / FI,1
2330,G / AR,0
2331,G / FI,4
2332,G / EO,120
2333,G / AR,0
2334,G / FI,2
2335,G / FA,1
2336,G / FI,2
2337,G / NA,2
2338,G / FI,123
2339,G / FI,0
2340,G / FA,1
2341,U / FI,0
2342,G / IN,108
2343,G / EO,148
2344,G / FI,2
2345,U / FI,0
2346,U / FI,5
2347,G / AR,16
2348,G / FI,52
2349,G / FI,8
2350,G / FI,1
2351,U / FI,1
2352,U / FI,0
2353,G / FI,5
2354,G / AR,11
2355,G / JR,0
2356,G / AR,11
2357,G / FI,21
2358,U / FI,16
2359,G / FA,2
2360,G / FI,4
2361,G / FI,11
2362,G / FI,2
2363,G / FI,2
2364,G / AR,2
2365,G / FI,2
2366,G / FI,1
2367,U / FI,2
2368,G / AR,5
2369,G / FI,5
2370,G / RA,44
2371,G / NA,142
2372,G / AR,0
2373,G / FI,3
2374,U / FI,0
2375,G / CA,2
2376,G / FI,22
2377,G / FI,36
2378,G / FI,2
2379,G / FI,1
2380,G / FI,1
2381,U / FI,0
2382,G / FA,9
2383,G / FI,30
2384,G / AR,24
2385,U / FI,0
2386,G / EO,8
2387,G / FI,1
2388,G / FI,5
2389,G / AR,1
2390,G / FI,2
2391,G / IN,72
2392,G / EO,85
2393,G / FI,5
2394,G / AR,65
2395,G / FI,113
2396,G / FI,51
2397,G / FI,0
2398,G / FI,16
2399,U / FI,0
2400,G / AR,4
2401,G / FI,15
2402,G / JR,0
2403,G / AR,28
2404,G / FI,183
2405,G / FI,1
2406,G / FI,0
2407,G / FA,5
2408,G / FI,4
2409,G / FI,4
2410,G / FI,4
2411,G / FI,64
2412,G / FI,7
2413,G / FI,1
2414,U / FI,0
2415,G / AR,0
2416,G / FI,1
2417,G / RA,14
2418,G / NA,147
2419,G / AR,14
2420,G / FI,37
2421,G / FI,20
2422,G / FI,183
2423,G / FI,8
2424,G / FI,3
2425,G / FI,0
2426,G / FA,8
2427,G / FI,5
2428,G / AR,5
2429,G / FI,0
2430,G / FI,231
2431,U / FI,0
2432,G / EO,78
2433,G / IN,128
2434,G / FI,1
2435,G / FI,0
2436,G / FI,7
2437,G / AR,15
2438,G / FI,1
2439,G / AR,5
2440,G / FI,3
2441,G / JR,0
2442,G / AR,11
2443,G / FI,27
2444,G / FI,0
2445,G / FI,0
2446,G / FI,0
2447,G / FI,29
2448,U / FI,2
2449,G / FI,0
2450,G / BL,695
2451,G / FI,925
2452,G / FI,2
2453,G / FI,0
2454,G / AR,2
2455,G / FI,0
2456,G / FI,2
2457,G / FI,1
2458,G / RA,8
2459,G / NA,35
2460,U / FI,2
2461,G / FI,6
2462,G / FI,55
2463,G / FI,3
2464,G / FI,0
2465,G / AR,4
2466,G / FI,5
2467,G / FA,0
2468,G / AR,5
2469,G / FI,14
2470,U / FI,0
2471,G / EO,12
2472,G / IN,36
2473,G / AR,4
2474,G / FI,2
2475,G / FI,10
2476,G / FI,0
2477,G / FI,6
2478,G / JR,0
2479,G / AR,7
2480,G / FI,83
2481,U / FI,0
2482,G / FI,0
2483,G / FI,4
2484,G / FI,0
2485,G / FI,1
2486,G / AR,0
2487,G / FI,33
2488,G / RA,1
2489,G / NA,65
2490,G / AR,4
2491,G / FI,15
2492,G / FI,1
2493,G / FI,47
2494,G / FI,0
2495,G / FA,4
2496,G / AR,2
2497,G / FI,6
2498,G / FI,3
2499,G / IN,135
2500,G / EO,164
2501,U / AR,13
2502,U / FI,79
2503,G / FI,0
2504,G / AR,0
2505,G / FI,1
2506,U / FI,0
2507,G / FI,0
2508,G / FI,317
2509,G / FI,0
2510,G / FI,1
2511,G / RA,1
2512,G / NA,5
2513,G / CA,6
2514,G / FI,30
2515,G / FI,9
2516,G / FI,2
2517,G / FA,4
2518,G / FI,54
2519,G / AR,86
2520,G / FI,0
2521,G / EO,2
2522,G / FI,0
2523,G / EO,29
2524,G / AR,0
2525,G / FI,6
2526,G / FI,1
2527,G / FI,208
2528,G / FI,185
2529,G / AR,208
2530,G / EO,29
2531,U / FI,1
2532,G / FI,0
2533,G / JR,0
2534,G / AR,3
2535,G / FI,10
2536,G / FA,1
2537,G / FI,1
2538,G / FI,0
2539,U / FI,1
2540,G / FI,0
2541,G / NA,6
2542,G / FI,1
2543,G / FI,108
2544,G / FI,0
2545,G / FA,2
2546,G / AR,6
2547,G / FI,12
2548,G / EO,298
2549,G / FI,6
2550,G / AR,0
2551,G / FI,1
2552,G / FI,88
2553,G / NA,10
2554,G / FI,7
2555,G / FI,2
2556,G / FI,0
2557,G / FI,5
2558,G / AR,2
2559,G / IN,135
2560,G / EO,248
2561,U / FI,0
2562,U / FI,15
2563,G / AR,42
2564,G / FI,107
2565,G / FI,0
2566,G / FI,4
2567,G / FI,6
2568,G / FI,40
2569,G / AR,75
2570,G / JR,0
2571,G / AR,27
2572,G / FI,134
2573,G / FI,1
2574,U / FI,1
2575,U / FI,1
2576,U / FI,1
2577,G / FA,10
2578,U / FI,5895
2579,G / FI,9
2580,G / FI,17
2581,G / FI,1
2582,G / FI,49
2583,G / FI,7
2584,G / FI,6
2585,G / FI,2
2586,G / AR,25
2587,G / FI,23
2588,G / RA,224
2589,G / NA,826
2590,G / AR,2
2591,G / FI,10
2592,U / FI,8
2593,G / CA,26
2594,G / FI,109
2595,G / FI,368
2596,G / FI,4
2597,G / FI,1
2598,G / FI,7
2599,G / AR,3
2600,G / FI,15
2601,G / FA,44
2602,G / AR,43
2603,G / FI,157
2604,G / FI,2
2605,G / EO,443
2606,G / IN,1256
2607,G / FI,1
2608,U / FI,1
2609,U / FI,0
2610,G / AR,5
2611,G / FI,6
2612,G / FI,0
2613,U / FI,2
2614,G / FI,29
2615,G / FI,2
2616,G / FI,5
2617,G / AR,1
2618,G / FI,1
2619,G / FI,1
2620,G / FI,9
2621,G / JR,0
2622,G / AR,136
2623,G / FI,221
2624,G / FI,1
2625,G / FI,72
2626,U / FI,0
2627,G / FI,0
2628,U / FI,5
2629,U / FI,22
2630,G / FI,0
2631,G / FI,7
2632,U / FI,5
2633,U / FI,2
2634,U / FI,12
2635,G / FI,0
2636,G / FI,0
2637,U / FI,0
2638,U / FI,2
2639,U / FI,1
2640,G / FA,8
2641,U / FI,1
2642,G / FI,12
2643,U / FI,1
2644,G / FI,8
2645,U / FI,0
2646,G / FI,3
2647,U / FI,9
2648,G / FI,574
2649,G / FI,12
2650,U / FI,0
2651,G / FI,18
2652,G / FI,0
2653,G / AR,1
2654,G / FI,51
2655,U / FI,17
2656,U / FI,13
2657,G / FI,2
2658,G / AR,4
2659,G / RA,33
2660,G / NA,64
2661,G / AR,1
2662,U / FI,0
2663,U / FI,1
2664,U / FI,3
2665,U / FI,1
2666,U / FI,2
2667,G / FI,0
2668,G / FI,0
2669,G / CA,7
2670,G / FI,35
2671,G / FI,12
2672,G / FI,5
2673,G / FI,1
2674,G / FI,19
2675,G / FI,3
2676,G / AR,1
2677,G / FI,0
2678,G / FA,45
2679,G / AR,3
2680,G / FI,3
2681,G / FI,0
2682,U / FI,2
2683,G / EO,12
2684,G / FI,1
2685,U / FI,2
2686,U / FI,0
2687,U / FI,0
2688,G / AR,5
2689,G / FI,5
2690,G / FI,1
2691,U / FI,1
2692,G / AR,1
2693,G / FI,3
2694,G / JR,0
2695,G / AR,22
2696,G / FI,109
2697,U / FI,0
2698,G / FI,7
2699,U / FI,2
2700,G / FI,0
2701,U / FI,3
2702,G / FA,5
2703,G / FI,67
2704,U / FI,1
2705,G / FI,3
2706,G / FI,0
2707,G / FI,5
2708,G / FI,2
2709,G / AR,5
2710,U / FI,8
2711,U / FI,6
2712,G / AR,0
2713,G / FI,3
2714,G / RA,12
2715,G / NA,119
2716,G / FI,0
2717,G / CA,1
2718,G / FI,174
2719,G / FI,105
2720,G / FI,0
2721,G / FI,0
2722,G / FI,0
2723,U / FI,2
2724,G / FA,6
2725,G / FI,1
2726,G / AR,3
2727,U / FI,10
2728,G / EO,3
2729,G / FI,19
2730,G / FI,0
2731,G / IN,115
2732,G / EO,390
2733,U / FI,1
2734,G / FI,17
2735,G / FI,1
2736,U / FI,1
2737,U / AR,7
2738,U / FI,38
2739,U / FI,1
2740,G / AR,9
2741,G / FI,102
2742,G / FI,1
2743,G / FI,57
2744,U / FI,6
2745,G / FI,0
2746,G / FI,12
2747,G / FI,4
2748,G / AR,3
2749,G / FI,90
2750,G / FI,5
2751,U / FI,0
2752,G / FI,2
2753,G / AR,243
2754,G / FI,248
2755,G / JR,0
2756,G / AR,442
2757,G / FI,1233
2758,U / FI,20
2759,G / FI,0
2760,G / FI,5
2761,U / FI,22
2762,G / FI,12
2763,G / FI,1
2764,U / FI,5
2765,G / FI,1
2766,G / FI,10
2767,U / FI,0
2768,G / FA,55
2769,G / FI,11
2770,U / FI,0
2771,G / FI,317
2772,G / FI,0
2773,U / FI,4
2774,G / FI,19
2775,G / BL,995
2776,G / FI,8060
2777,G / AR,832
2778,G / FI,1846
2779,G / AR,2
2780,G / FI,18
2781,G / FI,8
2782,U / FI,1
2783,U / FI,0
2784,G / AR,19
2785,G / FI,56
2786,G / RA,766
2787,G / NA,1580
2788,G / AR,57
2789,G / FI,364
2790,U / FI,13
2791,U / FI,3
2792,U / FI,1
2793,G / CA,2047
2794,G / FI,16061
2795,G / FI,2708
2796,G / FI,2
2797,G / FI,2
2798,U / FI,8
2799,G / FI,0
2800,G / AR,13
2801,G / FI,13
2802,G / FA,206
2803,G / FI,520
2804,G / AR,455
2805,G / EO,1
2806,G / FI,11
2807,G / EO,26
2808,G / AR,2
2809,G / FI,128
2810,G / FI,2
2811,G / FI,0
2812,G / FI,67
2813,G / AR,32
2814,G / FI,131
2815,G / AR,1
2816,G / FI,14
2817,G / FI,0
2818,G / FA,2
2819,G / FI,42
2820,G / FI,16
2821,G / FI,17
2822,G / FI,5
2823,G / AR,1
2824,G / FI,12
2825,G / RA,20
2826,G / NA,145
2827,G / AR,6
2828,G / FI,6
2829,G / FI,53
2830,G / FI,14
2831,G / FI,0
2832,G / FI,0
2833,G / FA,17
2834,G / AR,3
2835,G / FI,6
2836,G / AR,1
2837,G / EO,31
2838,G / AR,14
2839,G / FI,84
2840,G / FI,1
2841,G / AR,1
2842,G / FI,11
2843,G / AR,13
2844,G / FI,50
2845,G / AR,0
2846,G / FI,10
2847,G / FI,0
2848,G / FI,0
2849,G / FI,31
2850,G / FI,16
2851,G / FI,6
2852,G / AR,1
2853,G / FI,13
2854,G / RA,8
2855,G / NA,32
2856,G / AR,1
2857,G / FI,2
2858,G / FI,10
2859,G / FI,35
2860,G / FI,4
2861,G / FA,2
2862,G / FI,12
2863,G / AR,9
2864,G / EO,2
2865,G / FI,2
2866,G / FI,0
2867,G / EO,33
2868,U / FI,0
2869,G / AR,4
2870,G / FI,8
2871,G / FI,0
2872,G / FI,3
2873,G / FI,5
2874,G / FI,0
2875,G / AR,9
2876,G / FI,13
2877,G / JR,0
2878,G / AR,10
